,0
AC015660.3,0.00028564774710103196
DYRK2,0.00028507634819084453
AL136141.1,0.0002848203277731822
RNU5B-4P,0.0002848131166631878
RGS1,0.000283783136461667
F11,0.0002834537746377964
RNU7-41P,0.0002834464819091292
SCARNA9,0.0002833850251177078
SYNM,0.0002830395565633717
FGFR4,0.00028291278143593556
FOXP3,0.00028176358928064444
LINC01857,0.00028117408239463373
LINC02185,0.00028105052279898236
KRT14,0.0002796886929104028
AC008083.2,0.0002793296550919353
SLN,0.00027930901935078957
C16orf70,0.0002789248412651342
BMX,0.00027875973385617527
AC027601.2,0.00027855187717765504
F8,0.00027841512586592934
RNU6-1024P,0.0002783588028450486
REN,0.00027821865688266344
AC119396.2,0.00027814753827545347
RAPGEF5,0.00027811179106956505
SULT1A1,0.00027807123226954774
AC100793.4,0.0002779792390458299
LAMP5,0.0002779596320855026
SOX17,0.0002777668918990516
AC023301.1,0.00027768406644019443
FAIM2,0.00027763730907674034
AC106028.2,0.00027742672447134223
AC093627.6,0.00027734874355223613
RPLP0P2,0.0002772096035204686
SNORA20,0.00027718557999377273
XCL1,0.0002770677022413888
CASKIN2,0.00027703763906619937
RNU7-171P,0.0002770324735504585
CDH17,0.00027700503703377723
RNU6-1079P,0.0002767852272378456
APOC2,0.000276255918804006
CCIN,0.0002760801771207296
PADI4,0.00027490376192944413
PRSS2,0.0002742904489314288
AC098935.1,0.0002742817723976803
LANCL1-AS1,0.00027313344671936544
RNU6-315P,0.0002730146409435982
RF01233,0.0002729868892853552
DNASE2B,0.0002723293609416258
CCDC85A,0.00027213258660558064
LYPD3,0.00027203785646004886
ATP13A4-AS1,0.00027161338299675446
OR51E1,0.00027150699729883675
MMP7,0.00027146407773724515
APOA1-AS,0.0002709698607383377
MIR193A,0.00027016776956406897
LRRC70,0.00026938000394893363
CD101,0.00026886928101620047
KIF17,0.0002686940991275856
ADAM12,0.0002686303110379794
NHSL2,0.0002680989812886166
TRIM29,0.00026774838719630036
RF00017,0.0002673731780870219
LINC01082,0.00026736060893545606
XAGE2,0.00026731354736007505
EZR-AS1,0.00026682223138108747
CCL22,0.0002666951645160343
MIR4324,0.00026661567445013815
CCL14,0.00026617121208195204
BCHE,0.00026611284041280883
ITGA2B,0.0002660124686482719
RXFP1,0.0002659715108406784
RNU6-593P,0.0002656589524589618
RF00019,0.00026554916136693686
RF02126,0.00026541045720350015
LILRA1,0.00026482369329028057
EPYC,0.00026465076019068336
AL590648.3,0.00026450984038856306
ARL4C,0.00026425450585342133
LINC00922,0.0002640754447473693
FABP3,0.00026379578405266973
SLC19A1,0.0002635578515296371
LTF,0.0002634925902721673
FGG,0.0002632996674305611
PRKG2,0.0002631393772473024
AC005884.1,0.0002627647996863028
STXBP6,0.0002625041873708484
AC007743.1,0.000262271482109603
S100A3,0.0002622248994162811
AL355916.2,0.0002616988313813537
MIR4420,0.00026157299313552787
FBXL22,0.00026156828778159456
AL138921.2,0.0002612821210103766
KRT16,0.00026108111375343314
DCLRE1CP1,0.0002609510474236643
TM4SF18,0.0002606961820352079
LINC02416,0.00026067482425266316
UNC93B2,0.0002606607840613415
MCHR1,0.0002606167964071528
ADAMTS15,0.00026043325786989587
AGTR1,0.0002603672762675744
PGM5,0.00026035338670770026
SIGLEC11,0.00025974398845615004
CTSK,0.0002589041786662288
S100A2,0.00025814063061103303
AC131649.2,0.0002580729260820099
INAVA,0.00025803581242467413
PLD4,0.0002578126942820454
AC025580.1,0.00025776750959795303
GFRA3,0.00025762641161413433
PLD5,0.0002576117929825821
RNU6-917P,0.000256974501254118
AC013470.2,0.000256816203552988
IFNA20P,0.00025677899570487303
AC005332.8,0.00025670201759618735
TENM4,0.0002566822276653232
LINC00892,0.00025656500021349924
P2RY6,0.0002563619450485603
SLC6A20,0.00025634888768405484
AC005180.2,0.00025626774572052116
CLEC6A,0.0002557528206257028
CST2,0.00025534646069021703
MIR342,0.0002552602531682795
RNU6-62P,0.0002552099143883597
GALNT16,0.0002547932099146554
SERPINA3,0.0002547680790365472
GAL,0.00025430179615684175
LAIR2,0.0002540471305998861
AC016876.2,0.00025316987665567153
AC127521.1,0.0002530970888505775
LINC01781,0.00025301375065130545
AL133371.2,0.00025272047863267804
IGHVIII-22-2,0.0002524696159173085
MID1IP1-AS1,0.000252310869284059
S100A7,0.00025230866867858746
LINC01914,0.00025220113174186874
RPSAP54,0.00025198102372511624
LDB3,0.00025193224844262006
MMP8,0.00025188111260054523
AC067945.1,0.000251677984489387
SPTBN1,0.0002516462226265953
MXRA5Y,0.0002514997071755457
RNA5SP515,0.0002514630861762296
FGA,0.0002514320038924588
CD28,0.000251352143315962
DAPL1,0.00025085171518902976
RNU6-30P,0.00025043556721117004
NALCN,0.00025020302835063955
GREM2,0.00025019885388745584
KRT5,0.0002501650630472885
C19orf18,0.0002499975055893259
LDLR,0.00024998149505665195
PLA2G4E,0.000249856241645191
MUC5AC,0.00024974453272069014
GJB3,0.0002493017021219105
HAS1,0.00024888437113064124
ACSS2,0.0002488700761646675
MYOCD,0.00024871054189952164
RNU6-942P,0.0002486967259658977
NKAIN4,0.00024864990457967666
NPIPB14P,0.0002485841925164638
STAC2,0.000247847645181983
FCGBP,0.0002477160938482665
MEOX1,0.0002476998435051009
MIR30C2,0.00024768874332510354
ST8SIA6,0.0002475359607357539
RNU1-22P,0.0002475041039859719
CMTM2,0.0002474690860360163
AC069549.1,0.0002473396248767081
ACOXL,0.00024718853535285755
CD72,0.0002470839955058792
HID1-AS1,0.00024677670519479333
AC112721.2,0.00024664717368608495
EDA2R,0.0002464783302487105
IGHD1-20,0.0002464116972748637
PRODH,0.00024620816270494857
NPTX1,0.0002461589222149106
ELANE,0.00024538717174268264
LRRC2,0.0002452268075409691
AP000350.3,0.00024493889921343244
GPR84,0.00024454103564495083
AL355073.2,0.00024447349857677767
ITGBL1,0.00024445964712780326
MIR1180,0.000244416268549209
PODNL1,0.000244403527228076
HTRA4,0.0002443704284621009
ACKR4,0.0002442726012515953
GHRL,0.00024416633612020494
APOLD1,0.0002441460758195738
AC023669.1,0.000243965988221856
PTCRA,0.00024390644297460787
BHLHE22,0.00024372914741295276
AC008105.3,0.00024363544063309142
CUTALP,0.00024348424163481416
SPINK1,0.00024343820717708875
CARNS1,0.0002433253282260575
RPL21P3,0.0002430550397941647
MIR3189,0.00024277151874774498
PLA2G3,0.0002425856878722231
IRF6,0.00024251172136626422
LIPN,0.00024228359241681126
TRAV8-1,0.00024225948339319563
ADGRD1,0.000242189387868353
DNASE1L3,0.00024212743889682721
NCKAP5,0.00024180167837031753
TRBV10-2,0.00024125838847431725
CILP,0.0002410052506482374
DSG3,0.00024085334421033124
GIPC2,0.000240822022515268
STARD4,0.000240632732144479
ADAM33,0.00024054058663692935
UNC5CL,0.00024034040085483085
IGLV1-62,0.00024032411339663232
EPHB3,0.0002401809919303953
TAL1,0.00024004469475417633
TRAJ12,0.00023959963912380472
AC092809.2,0.00023920443426854029
EEF1A1P6,0.00023917744906755008
RNU7-181P,0.00023910702986508682
DCBLD1,0.0002390501159897634
PITPNM2,0.00023904000962786924
RF00019,0.00023902618838031388
TRAJ31,0.00023851490278810136
WFDC1,0.00023849487375600788
OGN,0.00023839266226399232
RAMP2-AS1,0.0002382406972023258
RF00599,0.00023811927452428822
MIR6812,0.00023789159124169084
AC104462.1,0.00023776159494523605
ADCYAP1,0.00023758211690433202
SIRPB1,0.0002374558555341334
AMZ1,0.0002373728628129365
HRCT1,0.00023736439096698646
CAPN13,0.00023723086421606598
AC035139.1,0.00023714632675007793
RNU6-1280P,0.00023698267667640892
AC017002.3,0.00023697880124510875
MIR4512,0.00023683306496105643
AC109583.2,0.00023658431307662362
AC018529.2,0.00023594684870526796
AL355803.1,0.00023592190834443831
HS3ST3B1,0.00023553726169009583
AC005034.5,0.00023551044461220786
FAP,0.00023549353191411218
AC010525.1,0.0002354546304741255
SRSF9P1,0.0002354073861446722
CP,0.0002351583088983372
MIR548A3,0.00023496996145586058
HNRNPA1P21,0.00023481123183748606
AL139124.1,0.0002348084990918175
LEPR,0.00023479191874604266
LGI3,0.0002347859063259193
IGSF10,0.00023462754638519184
HMGA1,0.00023461952144464558
SOX7,0.00023449030057807435
RNU7-77P,0.00023389432569666255
AC105001.1,0.00023388678589036298
AC011944.1,0.00023384740595229364
IGHD5-24,0.00023366512575765525
AC026369.3,0.00023338219429140468
RNASEK-C17orf49,0.00023327154200183725
WISP1,0.00023315763104185248
NECTIN1,0.00023313127962139359
RNU6-1206P,0.0002328500967144489
KRT6B,0.00023282383877357057
AC068790.4,0.00023248357138771553
FCMR,0.00023228915462722592
CLCA2,0.0002322571711127831
CEMIP,0.00023222724968150854
AC133134.1,0.00023220652970627696
PLPP2,0.00023210378138792962
LINC02580,0.00023199607811789385
ANO7L1,0.000231933206102428
WFDC3,0.00023191490164846336
ANGPTL1,0.0002318630952779898
MIR26A2,0.00023183993884358752
NHSL1,0.00023181374046104695
RAB33A,0.00023160602284041058
ARMC2-AS1,0.00023142462079734039
CXCL13,0.00023112511714598374
CTXND1,0.00023110192579360196
ADAMTS16,0.00023100148917621738
MIR5587,0.0002309553714935234
AMPD2,0.00023091846289745711
MIR573,0.00023079921930253816
AMY2B,0.00023033051534539271
AC236972.3,0.0002302700814060549
PLBD1,0.000230153182327341
TRBV4-1,0.0002301247767579202
RF00019,0.00023006584762310384
MS4A4E,0.0002300441581064232
AP005431.1,0.0002296232353004241
PKM,0.00022960827821947427
AL606534.1,0.0002296067510603935
AC109361.2,0.0002295621927798191
RF00334,0.00022952769862558537
LINC01290,0.00022947946639590108
AC068234.2,0.00022884409202191599
RF00019,0.00022875899746728086
SHC3,0.00022860224822206126
LINC01638,0.00022856010501984568
AC026202.2,0.00022846012419513244
ART4,0.00022838792568812227
RPS15AP40,0.00022830241601490075
SLC6A1,0.00022825749578811352
KLRF1,0.00022821145245635981
TGIF1,0.00022813590409035588
MGAT3,0.00022786524102382885
EEF1GP1,0.00022733716297512562
AC022784.7,0.00022725061360766714
CABP4,0.00022716004585469384
AC103949.1,0.00022707053383261218
GFRA2,0.00022653380908815548
RNA5SP78,0.00022637593376755437
NDUFB1P2,0.00022625376487673933
LILRB4,0.0002259216433690952
NCAPH,0.000225677541330916
IBA57,0.00022560701422794842
CCL4L2,0.00022542646529863017
FCN1,0.00022519005448551775
TMEM132A,0.00022511854431978088
CCR8,0.00022485785073534428
CRIPT,0.00022471454519765942
LGR4,0.00022443558744494115
RPS20P4,0.00022439283655318652
LINC02544,0.00022438414247258012
JPT2,0.00022380723675585358
GPR146,0.00022375171559532898
AC022079.2,0.00022372006189523672
CDC42EP2,0.00022358793866731868
AC091563.1,0.00022355925613137833
KRT16P1,0.00022336023490848248
AC090948.2,0.00022305275252197687
EPHA1,0.00022300667301016473
OSTN-AS1,0.0002229746600278063
SLC48A1,0.00022282823561081005
PPARGC1B,0.00022279509965394688
RNU6-485P,0.0002227880356530018
APOE,0.00022266965085104728
RPL9P9,0.00022261234451113692
BIRC7,0.0002225718769441079
AC026310.2,0.00022251581111955778
TRAV20,0.00022250132603213304
AC009806.1,0.00022249919177681115
JUP,0.00022209454712986606
AC004771.1,0.00022203985946659131
KIAA1324L,0.00022194414101503387
AC005224.4,0.00022176023368814147
AL355388.1,0.00022152698057901698
MPIG6B,0.00022136389906652967
RN7SL236P,0.00022133543255913447
XPR1,0.00022107811703754896
IRS1,0.0002209434893636103
AL035413.2,0.00022093703231150145
AC005154.3,0.0002208790653629657
AC135050.3,0.00022079446338738913
LRIG3,0.00022078628086422554
AL359397.1,0.00022077584810954146
AC211476.2,0.000220610648390556
GKN2,0.00022040405943756183
CAPNS2,0.00021992037487087555
MIR429,0.0002198748254503946
CCR7,0.00021951865326372264
AL049555.1,0.00021944964463365107
RNU4-78P,0.00021928618534874914
CTLA4,0.0002191595087580217
COLEC10,0.00021914897567054578
FCGR2C,0.00021912163477525758
CA4,0.00021910739593697848
TPT1P6,0.0002190917746994931
SCNN1D,0.00021907221283671739
RDX,0.00021894556385649574
MMP1,0.0002188500753280974
AP001528.3,0.0002187737589302154
STEAP3,0.0002187501029719782
GPD1,0.0002184271225813744
GJB2,0.00021834781431127702
HIST1H2BD,0.00021827571135228822
AVPR2,0.00021819689468000064
CCBE1,0.00021813536714166678
BCL2L11,0.00021784040057480278
FCAR,0.0002178168499348407
MIR200A,0.00021761567517613874
PROM2,0.00021761083015384218
ITGB4,0.0002174842092025894
FAM83B,0.00021745031624604468
TRBV11-2,0.0002173293548867983
ITLN2,0.00021697781395030527
RPL35P5,0.00021688377152551054
MIR567,0.00021686371593715293
KRBOX4,0.00021681626698875534
IVL,0.00021680083744406324
PDE1C,0.00021676065393689208
LINC01504,0.0002166742203773728
NR1D1,0.00021662050371778452
LINC01050,0.00021661472980960623
TRAV4,0.00021657202498980723
AC013472.3,0.00021652443604120895
SPATA20P1,0.00021643085359308165
MIR200B,0.0002164195699675477
AC060766.5,0.00021639905644915038
BTNL9,0.0002163965610828171
KCNT2,0.00021627995597091673
AC114781.3,0.00021624079532135714
SPATA32,0.0002162357371528846
RF00019,0.0002161683971721792
SERTM1,0.0002160304201298592
S100B,0.0002160148061618226
LMO7DN-IT1,0.00021601193163292817
AC007229.1,0.00021586816741673401
BLK,0.00021580322925515214
FXYD7,0.00021575572364782491
TOMM20L,0.00021572976443221933
FP671120.4,0.0002157118908181002
TNFRSF10C,0.00021570247783134883
HPSE2,0.00021544830182608187
TMED10P2,0.00021543999413495778
AC122718.1,0.00021540712377435546
LINC01705,0.00021536420556703722
RND3,0.00021525651384457118
PIGF,0.00021508172695562913
AC012313.10,0.00021490079673385808
ALDH18A1,0.00021487667706387582
FICD,0.0002147810552335351
RF00012,0.00021460897919192712
AC108681.1,0.00021451902589667067
PLK1,0.00021450951117499016
AC022613.2,0.00021447828564625965
LINC00968,0.0002143750863501035
RFLNA,0.00021432708798591694
SCUBE3,0.0002141862176092947
LINC02568,0.0002141751716889661
EXOC6,0.00021414371300243173
ALDH1A2,0.000214024150488143
LRRN4,0.00021389668137671334
MUC3A,0.00021369336076093487
LINC00900,0.0002136057893142531
COL4A2-AS1,0.00021351003504999495
PCDHB11,0.00021333532850481766
RNY1P12,0.0002130973743062988
RBMS1P1,0.0002130230124700985
AC020922.3,0.00021297773663942558
RNA5SP217,0.00021292191713022124
AOX1,0.00021281035826840986
ZSWIM4,0.0002127437205733746
OLFML2B,0.00021273665836995547
C1QTNF2,0.00021258345343772137
LINC00694,0.00021256565445923776
TRBV15,0.00021216200637514987
CSGALNACT1,0.0002119938484528189
SMCO3,0.00021196271162081875
AC009220.3,0.00021195377945564388
Z95114.3,0.00021191246712126013
C1QTNF6,0.0002119087825736101
AC092798.1,0.00021162564352150023
NCS1,0.00021161109537071003
FRMD4B,0.0002116073607432649
KIR2DS4,0.0002115981267263108
CARMIL1,0.00021157933509853135
RSPO1,0.00021157636987387555
C1orf115,0.00021142371388755608
TMEM59L,0.00021141798623185574
UBE2C,0.0002113515919963976
PLLP,0.00021133501485749083
ADGRE2,0.00021132522163519772
HSD17B12,0.0002113051927759435
AP000438.1,0.00021129199447751044
SLC6A13,0.00021124700087787112
CCDC189,0.00021119453050541802
MGARP,0.00021108153656614246
RF00019,0.00021107389257613962
AL139393.2,0.00021099759191850384
MIR4489,0.00021097543593931358
CSMD2,0.0002109114948945137
AC037459.2,0.00021073147724506134
GSDMC,0.0002104757085022216
CAMP,0.00021046523101595115
MYO1B,0.0002103976224531541
NKAIN2,0.000210236161241114
RF00019,0.00021020276381902768
FGF10,0.00021001000623792815
SPRR1B,0.00020999548693386057
GOLGA7B,0.0002099040090924147
RNF225,0.0002097859289006151
AC091812.2,0.00020974322942228353
PCDHB4,0.00020966099831815397
TPX2,0.00020961801275981885
TMEM45A,0.00020956762032006096
COLQ,0.00020953690224751012
IL4I1,0.0002094504777476013
MIR339,0.00020939349009200804
CROCC2,0.00020916596327303751
SUGCT,0.00020907346071573105
AC016229.2,0.00020897426093965276
EHD3,0.0002089203485059646
MKRN2OS,0.00020884046829556814
PCDHA12,0.00020875602542931812
LNCSRLR,0.00020874097193550236
ADAM28,0.0002086741057684004
RF00017,0.0002086676386989596
AC104248.1,0.00020864623919581544
UBA52P6,0.0002085364363734778
AC011472.1,0.00020851955170217602
LINC00519,0.00020841809501366315
AC243829.1,0.0002083935348730292
MIR205HG,0.0002083115315759403
LINC02407,0.00020829517957357026
GABRB3,0.00020826780762403112
APOL4,0.00020814780563511144
RF00019,0.0002080937741386616
SCG5,0.00020773821220884767
AC022509.2,0.00020759975614875092
PTTG1,0.000207509424494633
GJB5,0.00020741668303586887
SRPX,0.00020727230265281288
LINC02019,0.00020723567246267146
PPM1F,0.00020710780050033436
NFASC,0.0002069927201852617
AL049840.5,0.00020692794899793588
MIR5685,0.0002069140444406492
TRIM46,0.00020689219293584354
MIR6746,0.00020687516243230776
MS4A1,0.00020672125949166442
SEMA4B,0.0002064746729926089
AL136369.1,0.0002063112272086225
MYBL2,0.00020628330840182597
TRAJ7,0.00020626726265097171
LILRA4,0.00020625339648953144
LINC01252,0.0002059718715706523
ENTPD7,0.00020591854732495852
AL138721.1,0.00020590646530862977
TMEM79,0.00020586511795001698
AC016700.2,0.00020582213591726465
MIRLET7A1,0.0002057527069031033
TNFRSF21,0.0002056723362223351
HLA-V,0.00020564588745392303
AL033519.3,0.000205587039208497
UPK3B,0.00020555510726528135
IL17D,0.00020555039799252897
Z83851.1,0.00020550815677343082
RSPO4,0.00020529633739229457
LYVE1,0.00020527675917079275
PMAIP1,0.0002052457702759479
AC010332.1,0.0002052186764907948
MMP11,0.00020517777278598537
SNORD127,0.00020517126186552786
SNORD62A,0.00020515665540902288
PCDH7,0.00020508786946716757
CD160,0.000205015370843246
LINC01614,0.00020500850131520177
AP001363.2,0.00020500709791953337
RF00019,0.00020495387756395563
USHBP1,0.0002049426497133856
CD300LB,0.00020488620129315344
MAT2A,0.00020486449130106122
GOLGA2P7,0.00020482659440605746
TNFRSF13C,0.00020481580942516625
ADAMTSL3,0.0002047776625817797
USP32P1,0.0002047473769785735
AC097372.3,0.00020465465797801086
IFI30,0.00020460300915851756
AL031985.2,0.00020457001207369648
PSD,0.0002045649116844513
AC027288.3,0.0002045236626776959
MIR6772,0.00020437636214326593
AQP7,0.0002043595888707817
WNT7B,0.00020428379207041518
FREM1,0.00020417768580243266
AC129507.3,0.00020409386708223555
MIR6810,0.0002039584951701442
LINC01996,0.0002039174297258501
RNU6-703P,0.00020380976829391148
AC026470.2,0.00020369345314190886
TIGIT,0.00020359916025113482
CBLC,0.00020358647641244735
PHYHIP,0.0002035416979914277
TM4SF19-AS1,0.000203470075416523
RPL41P1,0.00020338860813023154
AC096921.2,0.00020338538079219277
LINC02432,0.00020337725909871677
FKBP1AP1,0.0002031756016951087
FERMT1,0.0002031716253897883
CD34,0.00020308754220895516
ERBB4,0.000203072950435119
ARHGEF35,0.00020286713803073945
LINC02084,0.00020273969176165313
LINC01852,0.00020271868663341363
SLC5A1,0.00020254818455385604
RNU6-80P,0.00020244267134712543
MIR146B,0.00020232981015184197
ELOA,0.00020226498419181747
TBC1D27P,0.0002022341706435472
MIR4689,0.0002022295899904493
AC091588.3,0.00020214571582281594
F2RL1,0.00020208507294390085
GRIA1,0.00020200766178621367
PIP5K1B,0.00020187403539286296
GYG2,0.0002017210400974943
BMP8A,0.00020167888447944826
GPER1,0.00020162419063084392
BTLA,0.0002015582160132752
AC104984.4,0.00020134376377879538
AL356417.2,0.00020124234703748525
CD5L,0.0002012133610858752
RPL31P49,0.00020120520906305334
PRKCE,0.0002011958763192483
GOPC,0.00020105776249534397
GPC1,0.0002008338264428462
FLVCR1-AS1,0.0002005916177226883
RF00019,0.00020057644779807867
CXCL14,0.00020052361851807238
TRIOBP,0.00020052016327882263
RF02119,0.0002004602227274993
RNU4-82P,0.00020031864619077862
STMN1P1,0.00020031291833764154
TNFSF11,0.00020027761696407863
AL049836.1,0.0002002421309005557
ADM5,0.0002002207589481207
CTHRC1,0.00020013861929461734
ADAMTS8,0.00020001841661968265
PVR,0.00020001578948091646
CACNA2D4,0.00019999547314927484
TBL1X,0.0001999894881267952
MT1G,0.00019990347040242011
PKP1,0.00019945417251358388
FAM13C,0.00019936585171370836
C6orf223,0.00019931875323357288
FHL5,0.00019923640449002675
MYRF,0.00019913076922044374
AC005180.1,0.00019909607127651226
AC234775.3,0.0001989831070082534
AC024580.1,0.0001989404186327049
ADAMTS12,0.0001989377483603244
CLCA3P,0.00019846287322463575
CCNA2,0.00019835433712402664
RPL23AP42,0.00019815583512392034
LINC01436,0.00019808086988836273
FRMD3,0.00019806804692394547
AC090498.1,0.0001979779530755619
RALGPS2,0.00019797633234607933
GIPR,0.00019794499269769152
ITGA11,0.00019792185792672317
VEPH1,0.0001979023091309444
AC104966.1,0.000197875408843492
LARGE2,0.0001978727078053841
TRAV6,0.00019785805628116089
AF131215.7,0.00019777253359053377
AC018629.1,0.00019767258435305363
AC006369.1,0.00019766148184008643
AC074212.1,0.00019750154448711725
AC114947.2,0.00019734449058066237
RIPK4,0.0001972605204555753
PLA2G2D,0.00019717511943803822
AL117381.1,0.00019715086797705364
AC069234.5,0.0001970628370818027
MIR7156,0.0001969806696496655
KCNE4,0.0001969783398241321
LIMK1,0.00019697628519044772
OCIAD2,0.00019693444874404397
ABCA8,0.00019691682046031568
RNA5SP379,0.0001968986441081532
MIR3680-1,0.00019684805598064849
ZFP57,0.0001968062553156944
JAM2,0.0001967997813066084
LINC01353,0.0001967963478991892
CYP4V2,0.00019672868482171766
SYNJ2BP,0.00019672685975393386
LINC02016,0.00019669599010136677
C10orf99,0.000196670266486409
ADAMTSL1,0.00019653145982201085
RNU6-415P,0.00019640345718680217
DPRXP4,0.0001962996191570776
PRKCH,0.00019626913944281347
CES3,0.00019620944437541378
PITX1,0.0001961738485133223
GPR183,0.00019600338002492064
AC104333.2,0.00019599822026699913
SMURF2P1,0.00019589093152261604
AC008740.1,0.00019587407382848279
COL11A1,0.00019572876029435758
P3H1,0.00019569685421360226
MAP3K7CL,0.00019561565951693578
CYP51A1,0.00019550912444045443
